class,policy,reward,seed,stage,win,turns,hp,max_hp,hp_spent,hp_restored,cards_drawn,casts,deck_size,timeout
night,planner,skip,10381,1,1,2,15,22,6,6,0,4,20,0
night,planner,skip,10381,2,1,3,7,22,13,6,0,6,20,0
night,planner,skip,10381,3,1,4,14,22,10,22,0,8,20,0
night,planner,skip,10381,4,1,5,18,22,6,34,0,9,20,0
night,planner,skip,10382,0,1,2,22,22,3,3,4,4,20,0
night,planner,skip,10382,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10382,2,1,3,18,22,10,14,0,6,20,0
night,planner,skip,10382,3,1,4,10,22,10,18,0,8,20,0
night,planner,skip,10382,4,1,4,4,22,15,18,0,7,20,0
night,planner,skip,10383,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10383,1,1,2,15,22,6,6,0,4,20,0
night,planner,skip,10383,2,1,3,15,22,11,12,0,6,20,0
night,planner,skip,10383,3,1,4,15,22,10,23,0,8,20,0
night,planner,skip,10383,4,1,4,9,22,14,28,10,8,20,0
night,planner,skip,10384,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10384,1,1,2,12,22,7,4,0,4,20,0
night,planner,skip,10384,2,1,3,21,22,8,15,0,6,20,0
night,planner,skip,10384,3,1,4,3,22,13,18,0,8,20,0
night,planner,skip,10384,4,1,4,1,22,18,19,6,8,20,0
night,planner,skip,10385,0,1,2,22,22,0,0,0,4,20,0
night,planner,skip,10385,1,1,2,14,22,7,6,0,4,20,0
night,planner,skip,10385,2,1,3,15,22,11,12,0,6,20,0
night,planner,skip,10385,3,1,4,13,22,10,23,0,8,20,0
night,planner,skip,10385,4,0,3,0,22,12,11,4,6,20,0
night,planner,skip,10386,0,1,2,22,22,0,0,0,4,20,0
night,planner,skip,10386,1,1,2,12,22,7,4,0,4,20,0
night,planner,skip,10386,2,1,3,15,22,11,12,0,6,20,0
night,planner,skip,10386,3,1,4,17,22,10,23,0,8,20,0
night,planner,skip,10386,4,1,4,12,22,13,27,14,8,20,0
night,planner,skip,10387,0,1,2,22,22,3,5,0,3,20,0
night,planner,skip,10387,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10387,2,1,3,18,22,10,14,0,6,20,0
night,planner,skip,10387,3,1,4,18,22,10,22,0,8,20,0
night,planner,skip,10387,4,1,5,13,22,6,35,0,8,20,0
night,planner,skip,10388,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10388,1,1,2,8,22,10,3,0,4,20,0
night,planner,skip,10388,2,0,2,0,22,10,2,0,4,20,0
night,planner,skip,10388,3,1,4,19,22,7,22,0,8,20,0
night,planner,skip,10388,4,1,5,11,22,8,35,6,9,20,0
night,planner,skip,10389,0,1,2,22,22,3,3,0,4,20,0
night,planner,skip,10389,1,1,2,15,22,6,6,0,4,20,0
night,planner,skip,10389,2,1,3,15,22,11,12,0,6,20,0
night,planner,skip,10389,3,1,4,21,22,7,26,0,8,20,0
night,planner,skip,10389,4,1,4,5,22,15,18,0,7,20,0
night,planner,skip,10390,0,1,2,21,22,0,3,0,3,20,0
night,planner,skip,10390,1,1,2,12,22,7,4,0,4,20,0
night,planner,skip,10390,2,1,3,15,22,11,12,0,6,20,0
night,planner,skip,10390,3,1,4,15,22,10,23,0,8,20,0
night,planner,skip,10390,4,1,5,22,22,7,45,10,10,20,0
night,planner,skip,10391,0,1,2,19,22,3,4,0,3,20,0
night,planner,skip,10391,1,1,2,12,22,7,4,0,4,20,0
night,planner,skip,10391,2,1,4,17,22,7,17,0,7,20,0
night,planner,skip,10391,3,1,4,16,22,10,22,0,8,20,0
night,planner,skip,10391,4,1,4,5,22,17,25,6,8,20,0
night,planner,skip,10392,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10392,1,1,2,8,22,10,3,0,4,20,0
night,planner,skip,10392,2,1,3,15,22,11,12,0,6,20,0
night,planner,skip,10392,3,1,4,15,22,10,23,0,8,20,0
night,planner,skip,10392,4,1,4,10,22,14,27,10,8,20,0
night,planner,skip,10393,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10393,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10393,2,1,3,10,22,10,14,0,5,20,0
night,planner,skip,10393,3,1,4,17,22,10,23,0,8,20,0
night,planner,skip,10393,4,1,4,21,22,11,31,10,8,20,0
night,planner,skip,10394,0,1,2,22,22,0,0,0,3,20,0
night,planner,skip,10394,1,1,2,15,22,6,6,0,4,20,0
night,planner,skip,10394,2,1,4,12,22,10,16,0,7,20,0
night,planner,skip,10394,3,1,4,17,22,7,20,0,8,20,0
night,planner,skip,10394,4,1,4,15,22,8,36,6,8,20,0
night,planner,skip,10395,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10395,1,1,2,12,22,7,4,0,4,20,0
night,planner,skip,10395,2,1,3,15,22,11,12,0,6,20,0
night,planner,skip,10395,3,1,4,19,22,7,22,0,8,20,0
night,planner,skip,10395,4,1,4,22,22,8,36,10,8,20,0
night,planner,skip,10396,0,1,2,21,22,3,4,0,3,20,0
night,planner,skip,10396,1,1,2,12,22,7,4,0,4,20,0
night,planner,skip,10396,2,1,3,5,22,14,5,0,6,20,0
night,planner,skip,10396,3,1,4,17,22,7,22,0,8,20,0
night,planner,skip,10396,4,1,5,6,22,9,32,0,8,20,0
night,planner,skip,10397,0,1,2,22,22,0,0,0,4,20,0
night,planner,skip,10397,1,1,2,9,22,6,0,0,4,20,0
night,planner,skip,10397,2,1,3,15,22,11,12,0,6,20,0
night,planner,skip,10397,3,1,4,10,22,10,16,0,8,20,0
night,planner,skip,10397,4,1,5,17,22,8,36,6,9,20,0
night,planner,skip,10398,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10398,1,1,2,14,22,9,3,0,4,20,0
night,planner,skip,10398,2,1,3,15,22,11,12,0,6,20,0
night,planner,skip,10398,3,1,4,15,22,10,23,0,8,20,0
night,planner,skip,10398,4,0,3,0,22,11,14,6,6,20,0
night,planner,skip,10399,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10399,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10399,2,1,4,12,22,7,13,0,7,20,0
night,planner,skip,10399,3,1,4,18,22,10,22,0,8,20,0
night,planner,skip,10399,4,1,5,22,22,5,41,4,9,20,0
night,planner,skip,10400,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10400,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10400,2,1,3,18,22,10,14,0,6,20,0
night,planner,skip,10400,3,1,4,13,22,10,23,0,8,20,0
night,planner,skip,10400,4,1,4,8,22,16,27,6,8,20,0
night,planner,skip,10401,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10401,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10401,2,0,2,0,22,10,2,0,4,20,0
night,planner,skip,10401,3,1,4,17,22,9,24,0,8,20,0
night,planner,skip,10401,4,1,5,12,22,7,33,0,10,20,0
night,planner,skip,10402,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10402,1,1,2,9,22,6,0,0,4,20,0
night,planner,skip,10402,2,1,3,12,22,11,9,0,6,20,0
night,planner,skip,10402,3,1,4,9,22,13,18,0,8,20,0
night,planner,skip,10402,4,1,5,15,22,3,35,0,8,20,0
night,planner,skip,10403,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10403,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10403,2,1,3,18,22,10,14,0,6,20,0
night,planner,skip,10403,3,1,4,21,22,7,26,0,8,20,0
night,planner,skip,10403,4,1,5,11,22,8,33,6,9,20,0
night,planner,skip,10404,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10404,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10404,2,1,3,21,22,10,17,0,6,20,0
night,planner,skip,10404,3,1,4,22,22,7,25,0,8,20,0
night,planner,skip,10404,4,1,5,12,22,10,33,0,9,20,0
night,planner,skip,10405,0,1,2,18,22,3,3,0,3,20,0
night,planner,skip,10405,1,1,2,12,22,7,4,0,4,20,0
night,planner,skip,10405,2,1,3,15,22,11,12,0,6,20,0
night,planner,skip,10405,3,1,4,10,22,10,18,0,8,20,0
night,planner,skip,10405,4,1,5,17,22,7,40,0,9,20,0
night,planner,skip,10406,0,1,2,18,22,6,2,0,3,20,0
night,planner,skip,10406,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10406,2,0,2,0,22,10,2,0,4,20,0
night,planner,skip,10406,3,1,4,19,22,7,24,0,8,20,0
night,planner,skip,10406,4,1,4,1,22,9,22,0,7,20,0
night,planner,skip,10407,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10407,1,1,2,14,22,7,6,0,4,20,0
night,planner,skip,10407,2,1,3,15,22,11,12,0,6,20,0
night,planner,skip,10407,3,1,4,17,22,7,20,0,8,20,0
night,planner,skip,10407,4,1,4,9,22,14,28,10,8,20,0
night,planner,skip,10408,0,1,2,22,22,3,3,0,4,20,0
night,planner,skip,10408,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10408,2,1,3,15,22,11,12,0,6,20,0
night,planner,skip,10408,3,1,4,22,22,7,25,0,8,20,0
night,planner,skip,10408,4,1,5,20,22,9,40,4,10,20,0
night,planner,skip,10409,0,1,2,21,22,0,3,0,4,20,0
night,planner,skip,10409,1,1,2,12,22,7,4,0,4,20,0
night,planner,skip,10409,2,1,3,11,22,8,13,0,6,20,0
night,planner,skip,10409,3,1,4,10,22,10,18,0,8,20,0
night,planner,skip,10409,4,1,4,22,22,11,33,10,8,20,0
night,planner,skip,10410,0,1,2,21,22,3,4,0,3,20,0
night,planner,skip,10410,1,1,2,13,22,7,5,0,4,20,0
night,planner,skip,10410,2,1,4,12,22,8,14,0,7,20,0
night,planner,skip,10410,3,1,4,10,22,10,18,0,8,20,0
night,planner,skip,10410,4,1,5,22,22,8,40,10,10,20,0
night,planner,skip,10411,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10411,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10411,2,1,4,11,22,10,15,0,7,20,0
night,planner,skip,10411,3,1,4,19,22,7,26,0,8,20,0
night,planner,skip,10411,4,1,5,12,22,8,37,6,9,20,0
night,planner,skip,10412,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10412,1,1,2,12,22,7,4,0,4,20,0
night,planner,skip,10412,2,0,2,0,22,10,2,0,4,20,0
night,planner,skip,10412,3,1,4,2,22,13,15,0,8,20,0
night,planner,skip,10412,4,1,5,12,22,8,34,6,9,20,0
night,planner,skip,10413,0,1,2,22,22,3,3,0,4,20,0
night,planner,skip,10413,1,1,2,10,22,9,4,4,4,20,0
night,planner,skip,10413,2,1,3,18,22,10,14,0,6,20,0
night,planner,skip,10413,3,1,4,5,22,13,18,0,8,20,0
night,planner,skip,10413,4,0,3,0,22,9,11,0,5,20,0
night,planner,skip,10414,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10414,1,1,2,22,22,4,6,0,4,20,0
night,planner,skip,10414,2,1,3,21,22,10,17,0,6,20,0
night,planner,skip,10414,3,0,4,0,22,10,21,0,8,20,0
night,planner,skip,10414,4,1,5,15,22,10,39,0,9,20,0
night,planner,skip,10415,0,1,2,22,22,0,0,0,4,20,0
night,planner,skip,10415,1,1,2,12,22,7,4,0,4,20,0
night,planner,skip,10415,2,1,3,15,22,11,12,0,6,20,0
night,planner,skip,10415,3,1,4,15,22,10,23,0,8,20,0
night,planner,skip,10415,4,1,5,12,22,11,39,10,10,20,0
night,planner,skip,10416,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10416,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10416,2,1,3,13,22,10,17,0,6,20,0
night,planner,skip,10416,3,1,4,14,22,10,22,0,8,20,0
night,planner,skip,10416,4,1,4,21,22,11,34,10,8,20,0
night,planner,skip,10417,0,1,2,20,22,3,5,0,3,20,0
night,planner,skip,10417,1,1,2,15,22,6,6,0,4,20,0
night,planner,skip,10417,2,1,3,15,22,11,12,0,6,20,0
night,planner,skip,10417,3,1,4,13,22,10,23,0,8,20,0
night,planner,skip,10417,4,1,5,20,22,8,36,6,9,20,0
night,planner,skip,10418,0,1,2,22,22,0,0,0,4,20,0
night,planner,skip,10418,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10418,2,1,3,17,22,7,18,0,6,20,0
night,planner,skip,10418,3,1,4,22,22,6,26,0,8,20,0
night,planner,skip,10418,4,1,4,17,22,12,32,6,8,20,0
night,planner,skip,10419,0,1,2,22,22,0,0,0,3,20,0
night,planner,skip,10419,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10419,2,0,2,0,22,10,2,0,4,20,0
night,planner,skip,10419,3,1,4,13,22,10,23,0,8,20,0
night,planner,skip,10419,4,1,4,20,22,11,28,6,8,20,0
night,planner,skip,10420,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10420,1,1,2,9,22,6,0,0,4,20,0
night,planner,skip,10420,2,1,3,5,22,14,5,0,6,20,0
night,planner,skip,10420,3,1,4,9,22,11,18,0,7,20,0
night,planner,skip,10420,4,1,5,22,22,9,41,6,10,20,0
night,planner,skip,10421,0,1,2,22,22,0,0,0,4,20,0
night,planner,skip,10421,1,1,2,13,22,7,5,0,4,20,0
night,planner,skip,10421,2,1,3,16,22,11,12,0,6,20,0
night,planner,skip,10421,3,1,4,20,22,7,25,0,8,20,0
night,planner,skip,10421,4,1,4,15,22,12,30,6,8,20,0
night,planner,skip,10422,0,1,2,22,22,0,0,0,4,20,0
night,planner,skip,10422,1,1,2,15,22,6,6,0,4,20,0
night,planner,skip,10422,2,1,3,9,22,14,9,0,6,20,0
night,planner,skip,10422,3,1,4,10,22,10,18,0,8,20,0
night,planner,skip,10422,4,1,5,22,22,10,40,10,10,20,0
night,planner,skip,10423,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10423,1,1,2,22,22,4,6,0,4,20,0
night,planner,skip,10423,2,1,3,10,22,10,14,0,5,20,0
night,planner,skip,10423,3,1,4,22,22,7,23,0,8,20,0
night,planner,skip,10423,4,1,4,10,22,10,32,10,8,20,0
night,planner,skip,10424,0,1,2,20,22,3,5,0,3,20,0
night,planner,skip,10424,1,1,2,12,22,7,4,0,4,20,0
night,planner,skip,10424,2,1,3,19,22,10,14,0,6,20,0
night,planner,skip,10424,3,1,4,22,22,7,25,0,8,20,0
night,planner,skip,10424,4,1,5,19,22,6,41,4,10,20,0
night,planner,skip,10425,0,1,2,15,22,6,1,0,3,20,0
night,planner,skip,10425,1,1,2,8,22,10,3,0,4,20,0
night,planner,skip,10425,2,1,4,14,22,8,16,0,7,20,0
night,planner,skip,10425,3,1,4,17,22,10,23,0,8,20,0
night,planner,skip,10425,4,1,4,13,22,12,28,6,8,20,0
night,planner,skip,10426,0,1,2,20,22,3,5,0,3,20,0
night,planner,skip,10426,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10426,2,1,3,15,22,11,12,0,6,20,0
night,planner,skip,10426,3,1,4,14,22,10,22,0,8,20,0
night,planner,skip,10426,4,1,5,10,22,6,26,0,9,20,0
night,planner,skip,10427,0,1,2,22,22,0,0,0,4,20,0
night,planner,skip,10427,1,1,2,12,22,7,4,0,4,20,0
night,planner,skip,10427,2,1,3,15,22,11,12,0,6,20,0
night,planner,skip,10427,3,1,4,15,22,7,26,0,8,20,0
night,planner,skip,10427,4,1,5,7,22,11,29,8,10,20,0
night,planner,skip,10428,0,1,2,22,22,0,0,0,4,20,0
night,planner,skip,10428,1,1,2,12,22,7,4,0,4,20,0
night,planner,skip,10428,2,1,3,12,22,11,9,0,6,20,0
night,planner,skip,10428,3,1,4,15,22,10,23,0,8,20,0
night,planner,skip,10428,4,1,4,12,22,11,32,6,8,20,0
night,planner,skip,10429,0,1,2,22,22,0,0,0,4,20,0
night,planner,skip,10429,1,1,2,13,22,7,5,0,4,20,0
night,planner,skip,10429,2,1,3,15,22,13,14,0,6,20,0
night,planner,skip,10429,3,1,4,16,22,10,22,0,8,20,0
night,planner,skip,10429,4,1,5,15,22,6,35,0,9,20,0
night,planner,skip,10430,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10430,1,1,2,12,22,7,4,0,4,20,0
night,planner,skip,10430,2,1,3,15,22,11,12,0,6,20,0
night,planner,skip,10430,3,1,4,17,22,7,22,0,8,20,0
night,planner,skip,10430,4,1,5,19,22,8,35,4,9,20,0
night,planner,skip,10431,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10431,1,1,2,7,22,10,2,0,4,20,0
night,planner,skip,10431,2,1,3,12,22,11,9,0,6,20,0
night,planner,skip,10431,3,1,4,3,22,10,11,0,8,20,0
night,planner,skip,10431,4,1,4,19,22,10,34,12,8,20,0
night,planner,skip,10432,0,1,2,22,22,0,0,0,3,20,0
night,planner,skip,10432,1,1,2,12,22,7,4,0,4,20,0
night,planner,skip,10432,2,1,3,15,22,11,12,0,6,20,0
night,planner,skip,10432,3,1,4,11,22,10,23,0,8,20,0
night,planner,skip,10432,4,1,5,22,22,8,42,4,10,20,0
night,planner,skip,10433,0,1,2,19,22,3,4,0,3,20,0
night,planner,skip,10433,1,1,2,10,22,9,4,4,4,20,0
night,planner,skip,10433,2,1,3,17,22,9,12,0,6,20,0
night,planner,skip,10433,3,1,4,20,22,7,19,0,8,20,0
night,planner,skip,10433,4,1,4,18,22,12,32,10,8,20,0
night,planner,skip,10434,0,1,2,22,22,0,0,0,3,20,0
night,planner,skip,10434,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10434,2,1,4,10,22,7,11,0,7,20,0
night,planner,skip,10434,3,1,4,17,22,10,23,0,8,20,0
night,planner,skip,10434,4,1,4,5,22,9,26,4,7,20,0
night,planner,skip,10435,0,1,2,20,22,0,2,0,3,20,0
night,planner,skip,10435,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10435,2,1,4,10,22,10,14,0,7,20,0
night,planner,skip,10435,3,1,4,10,22,10,22,0,8,20,0
night,planner,skip,10435,4,1,5,11,22,11,36,8,10,20,0
night,planner,skip,10436,0,1,2,22,22,0,0,0,3,20,0
night,planner,skip,10436,1,1,2,12,22,7,4,0,4,20,0
night,planner,skip,10436,2,0,2,0,22,10,2,0,4,20,0
night,planner,skip,10436,3,1,4,19,22,7,20,0,8,20,0
night,planner,skip,10436,4,1,4,17,22,10,37,12,8,20,0
night,planner,skip,10437,0,1,2,22,22,0,0,0,3,20,0
night,planner,skip,10437,1,1,2,9,22,9,3,0,4,20,0
night,planner,skip,10437,2,1,3,9,22,14,9,0,6,20,0
night,planner,skip,10437,3,1,4,17,22,10,23,0,8,20,0
night,planner,skip,10437,4,1,5,21,22,6,38,0,9,20,0
night,planner,skip,10438,0,1,2,20,22,3,5,0,3,20,0
night,planner,skip,10438,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10438,2,1,3,14,22,6,14,0,6,20,0
night,planner,skip,10438,3,1,4,15,22,10,23,0,8,20,0
night,planner,skip,10438,4,1,5,12,22,8,35,6,9,20,0
night,planner,skip,10439,0,1,2,22,22,3,3,0,4,20,0
night,planner,skip,10439,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10439,2,1,3,21,22,8,15,0,6,20,0
night,planner,skip,10439,3,1,4,5,22,13,18,0,8,20,0
night,planner,skip,10439,4,1,4,19,22,10,31,4,8,20,0
night,planner,skip,10440,0,1,2,20,22,0,2,0,3,20,0
night,planner,skip,10440,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10440,2,1,4,17,22,7,18,0,7,20,0
night,planner,skip,10440,3,1,4,18,22,7,27,0,8,20,0
night,planner,skip,10440,4,1,4,22,22,7,28,10,8,20,0
night,planner,skip,10441,0,1,2,20,22,3,5,0,3,20,0
night,planner,skip,10441,1,1,2,13,22,7,4,0,4,20,0
night,planner,skip,10441,2,1,4,14,22,8,16,0,7,20,0
night,planner,skip,10441,3,1,4,17,22,9,24,0,8,20,0
night,planner,skip,10441,4,1,4,13,22,10,25,4,8,20,0
night,planner,skip,10442,0,1,2,22,22,0,0,0,3,20,0
night,planner,skip,10442,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10442,2,1,3,15,22,11,12,0,6,20,0
night,planner,skip,10442,3,1,4,10,22,10,16,0,8,20,0
night,planner,skip,10442,4,1,4,4,22,11,21,0,7,20,0
night,planner,skip,10443,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10443,1,1,2,10,22,9,4,4,4,20,0
night,planner,skip,10443,2,1,3,15,22,11,12,0,6,20,0
night,planner,skip,10443,3,1,4,10,22,10,14,0,8,20,0
night,planner,skip,10443,4,1,4,17,22,11,29,10,7,20,0
night,planner,skip,10444,0,1,2,22,22,0,0,0,4,20,0
night,planner,skip,10444,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10444,2,1,3,15,22,11,12,0,6,20,0
night,planner,skip,10444,3,1,4,22,22,7,25,0,8,20,0
night,planner,skip,10444,4,1,4,11,22,11,27,6,8,20,0
night,planner,skip,10445,0,1,2,19,22,3,4,0,3,20,0
night,planner,skip,10445,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10445,2,1,4,17,22,7,18,0,7,20,0
night,planner,skip,10445,3,1,4,15,22,10,23,0,8,20,0
night,planner,skip,10445,4,1,4,12,22,10,34,10,8,20,0
night,planner,skip,10446,0,1,2,21,22,3,4,0,3,20,0
night,planner,skip,10446,1,1,2,13,22,7,5,0,4,20,0
night,planner,skip,10446,2,1,4,13,22,8,15,0,7,20,0
night,planner,skip,10446,3,1,4,9,22,13,18,0,8,20,0
night,planner,skip,10446,4,1,5,19,22,6,39,0,10,20,0
night,planner,skip,10447,0,1,2,22,22,0,0,0,3,20,0
night,planner,skip,10447,1,1,2,22,22,4,6,0,4,20,0
night,planner,skip,10447,2,1,3,15,22,11,12,0,6,20,0
night,planner,skip,10447,3,1,4,12,22,10,22,0,8,20,0
night,planner,skip,10447,4,1,5,15,22,10,39,0,9,20,0
night,planner,skip,10448,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10448,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10448,2,1,3,15,22,11,12,0,6,20,0
night,planner,skip,10448,3,1,4,17,22,7,22,0,8,20,0
night,planner,skip,10448,4,1,5,22,22,6,52,8,10,20,0
night,planner,skip,10449,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10449,1,1,2,12,22,7,4,0,4,20,0
night,planner,skip,10449,2,1,3,15,22,11,12,0,6,20,0
night,planner,skip,10449,3,1,4,20,22,10,22,0,8,20,0
night,planner,skip,10449,4,1,4,9,22,15,27,6,8,20,0
night,planner,skip,10450,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10450,1,1,2,13,22,7,4,0,4,20,0
night,planner,skip,10450,2,1,4,14,22,8,16,0,7,20,0
night,planner,skip,10450,3,1,4,19,22,7,26,0,8,20,0
night,planner,skip,10450,4,1,4,18,22,12,30,6,8,20,0
night,planner,skip,10451,0,1,2,22,22,3,5,0,3,20,0
night,planner,skip,10451,1,1,2,12,22,7,4,0,4,20,0
night,planner,skip,10451,2,1,4,15,22,6,15,0,7,20,0
night,planner,skip,10451,3,1,4,5,22,10,15,0,8,20,0
night,planner,skip,10451,4,1,5,9,22,9,32,0,8,20,0
night,planner,skip,10452,0,1,2,22,22,3,3,0,4,20,0
night,planner,skip,10452,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10452,2,1,3,21,22,8,15,0,6,20,0
night,planner,skip,10452,3,1,4,19,22,7,22,0,8,20,0
night,planner,skip,10452,4,1,5,15,22,6,35,0,9,20,0
night,planner,skip,10453,0,1,2,22,22,3,3,0,4,20,0
night,planner,skip,10453,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10453,2,0,2,0,22,6,0,0,4,20,0
night,planner,skip,10453,3,1,4,15,22,10,23,0,8,20,0
night,planner,skip,10453,4,1,5,22,22,8,44,6,9,20,0
night,planner,skip,10454,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10454,1,1,2,12,22,7,4,0,4,20,0
night,planner,skip,10454,2,1,3,18,22,10,14,0,6,20,0
night,planner,skip,10454,3,1,4,17,22,10,23,0,8,20,0
night,planner,skip,10454,4,1,5,19,22,12,39,4,10,20,0
night,planner,skip,10455,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10455,1,1,2,9,22,6,0,0,4,20,0
night,planner,skip,10455,2,1,3,11,22,11,8,0,6,20,0
night,planner,skip,10455,3,1,4,19,22,7,22,0,8,20,0
night,planner,skip,10455,4,1,4,22,22,9,33,6,8,20,0
night,planner,skip,10456,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10456,1,1,2,12,22,7,4,0,4,20,0
night,planner,skip,10456,2,1,3,15,22,11,12,0,6,20,0
night,planner,skip,10456,3,1,4,10,22,10,16,0,8,20,0
night,planner,skip,10456,4,1,4,17,22,11,29,10,7,20,0
night,planner,skip,10457,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10457,1,1,2,9,22,10,4,4,4,20,0
night,planner,skip,10457,2,1,4,17,22,7,18,0,7,20,0
night,planner,skip,10457,3,0,3,0,22,6,6,0,6,20,0
night,planner,skip,10457,4,1,4,1,22,12,22,4,8,20,0
night,planner,skip,10458,0,1,2,22,22,0,0,0,3,20,0
night,planner,skip,10458,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10458,2,1,3,21,22,8,15,0,6,20,0
night,planner,skip,10458,3,1,4,5,22,13,18,0,8,20,0
night,planner,skip,10458,4,1,5,16,22,9,41,14,10,20,0
night,planner,skip,10459,0,1,2,18,22,6,2,0,3,20,0
night,planner,skip,10459,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10459,2,1,3,21,22,8,15,0,6,20,0
night,planner,skip,10459,3,1,4,10,22,10,20,0,8,20,0
night,planner,skip,10459,4,1,4,20,22,8,35,6,8,20,0
night,planner,skip,10460,0,1,2,19,22,3,4,0,3,20,0
night,planner,skip,10460,1,1,2,10,22,9,4,4,4,20,0
night,planner,skip,10460,2,1,3,21,22,8,15,0,6,20,0
night,planner,skip,10460,3,0,2,0,22,10,2,0,4,20,0
night,planner,skip,10460,4,1,5,20,22,11,45,10,10,20,0
night,planner,skip,10461,0,1,2,22,22,0,0,0,3,20,0
night,planner,skip,10461,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10461,2,1,4,12,22,8,14,0,7,20,0
night,planner,skip,10461,3,1,4,10,22,10,16,0,8,20,0
night,planner,skip,10461,4,1,5,12,22,9,35,0,9,20,0
night,planner,skip,10462,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10462,1,1,2,9,22,6,0,0,4,20,0
night,planner,skip,10462,2,1,3,18,22,10,14,0,6,20,0
night,planner,skip,10462,3,1,4,15,22,10,23,0,8,20,0
night,planner,skip,10462,4,1,4,22,22,5,33,6,8,20,0
night,planner,skip,10463,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10463,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10463,2,1,3,7,22,13,6,0,6,20,0
night,planner,skip,10463,3,1,4,16,22,7,27,0,8,20,0
night,planner,skip,10463,4,1,5,18,22,6,38,0,9,20,0
night,planner,skip,10464,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10464,1,1,2,19,22,4,8,0,4,20,0
night,planner,skip,10464,2,1,4,10,22,7,11,0,7,20,0
night,planner,skip,10464,3,1,4,17,22,10,23,0,8,20,0
night,planner,skip,10464,4,1,4,7,22,13,23,0,7,20,0
night,planner,skip,10465,0,1,2,22,22,3,3,0,3,20,0
night,planner,skip,10465,1,1,2,13,22,7,5,0,4,20,0
night,planner,skip,10465,2,1,4,3,22,9,6,0,7,20,0
